28,116.038,0,0,1880.86,0,9.78008e-312,
28,116.038,0,0,1880.86,0,0,
28,116.038,-1.96165e-06,0,1880.86,7.44453,-2.27626,
28,116.037,-5.76121e-06,-0.0701021,1880.84,14.8883,-4.40894,
28,116.037,-1.12814e-05,-0.205882,1880.81,22.3313,-6.40708,
28,116.036,-1.84125e-05,-0.403145,1880.75,29.7736,-8.27927,
28,116.035,-2.70518e-05,-0.657959,1880.68,37.2152,-10.0335,
28,116.034,-3.71029e-05,-0.966641,1880.6,44.656,-11.6774,
28,116.032,-4.84759e-05,-1.32574,1880.5,52.0961,-13.218,
28,116.031,-6.10864e-05,-1.73202,1880.39,59.5354,-14.6619,
28,116.029,-7.48555e-05,-2.18246,1880.27,66.9739,-16.0152,
28,116.028,-8.97094e-05,-2.67422,1880.13,74.4118,-17.2838,
28,116.026,-0.000105579,-3.20464,1879.99,81.8489,-18.4731,
28,116.024,-0.000122399,-3.77125,1879.83,89.2852,-19.5882,
28,116.022,-0.00014011,-4.3717,1879.67,96.7208,-20.6339,
28,116.02,-0.000158654,-5.00383,1879.49,104.156,-21.6145,
28,116.017,-0.000177979,-5.66559,1879.31,111.59,-22.5344,
28,116.015,-0.000198035,-6.35507,1879.12,119.023,-23.3973,
28,116.013,-0.000218776,-7.07047,1878.92,126.456,-24.2069,
28,116.01,-0.000240157,-7.81014,1878.72,133.888,-24.9668,
28,116.008,-0.000262139,-8.5725,1878.5,141.319,-25.68,
28,116.005,-0.000284684,-9.35609,1878.29,148.749,-26.3496,
28,116.002,-0.000307755,-10.1595,1878.06,156.179,-26.9783,
28,116,-0.000331319,-10.9815,1877.83,163.608,-27.5689,
27.9999,115.997,-0.000355346,-11.8209,1877.6,171.036,-28.1237,
27.9999,115.994,-0.000379806,-12.6765,1877.36,178.463,-28.6451,
27.9999,115.991,-0.000404671,-13.5473,1877.11,185.89,-29.1351,
27.9999,115.988,-0.000429917,-14.4323,1876.86,193.316,-29.596,
27.9999,115.985,-0.000455519,-15.3306,1876.61,200.741,-30.0294,
27.9999,115.982,-0.000481454,-16.2413,1876.35,208.166,-30.4372,
27.9999,115.979,-0.000507703,-17.1637,1876.09,215.59,-30.821,
27.9999,115.976,-0.000534245,-18.0969,1875.83,223.013,-31.1824,
27.9999,115.973,-0.000561062,-19.0402,1875.56,230.435,-31.5228,
27.9999,115.969,-0.000588138,-19.993,1875.29,237.856,-31.8436,
27.9999,115.966,-0.000615455,-20.9547,1875.02,245.277,-32.146,
27.9998,115.963,-0.000642999,-21.9247,1874.74,252.697,-32.4312,
27.9998,115.96,-0.000670755,-22.9024,1874.46,260.116,-32.7004,
27.9998,115.956,-0.000698712,-23.8874,1874.18,267.535,-32.9545,
27.9998,115.953,-0.000726856,-24.8792,1873.9,274.953,-33.1945,
27.9998,115.95,-0.000755176,-25.8773,1873.61,282.37,-33.4213,
27.9998,115.946,-0.000783661,-26.8813,1873.32,289.786,-33.6359,
27.9998,115.943,-0.000812301,-27.8908,1873.04,297.202,-33.8389,
27.9997,115.94,-0.000841087,-28.9055,1872.74,304.617,-34.0311,
27.9997,115.936,-0.00087001,-29.925,1872.45,312.031,-34.2133,
27.9997,115.933,-0.000899061,-30.949,1872.16,319.444,-34.386,
27.9997,115.929,-0.000928233,-31.9772,1871.86,326.857,-34.5499,
27.9997,115.926,-0.000957519,-33.0094,1871.57,334.269,-34.7055,
27.9997,115.922,-0.000986912,-34.0452,1871.27,341.68,-34.8534,
27.9996,115.919,-0.00101641,-35.0845,1870.97,349.09,-34.9941,
27.9996,115.915,-0.00104599,-36.1269,1870.67,356.5,-35.128,
27.9996,115.912,-0.00107567,-37.1723,1870.37,363.909,-35.2556,
27.9996,115.908,-0.00110543,-38.2205,1870.06,371.317,-35.3773,
27.9996,115.905,-0.00113527,-39.2713,1869.76,378.725,-35.4934,
27.9995,115.901,-0.00116519,-40.3246,1869.46,386.132,-35.6043,
27.9995,115.898,-0.00119517,-41.38,1869.15,393.538,-35.7104,
27.9995,115.894,-0.00122523,-42.4376,1868.85,400.943,-35.812,
27.9995,115.89,-0.00125534,-43.4972,1868.54,408.347,-35.9093,
27.9994,115.887,-0.00128552,-44.5586,1868.23,415.751,-36.0027,
27.9994,115.883,-0.00131575,-45.6217,1867.92,423.154,-36.0924,
27.9994,115.88,-0.00134603,-46.6864,1867.61,430.557,-36.1785,
27.9994,115.876,-0.00137636,-47.7525,1867.31,437.958,-36.2615,
27.9993,115.872,-0.00140674,-48.82,1867,445.359,-36.3414,
27.9993,115.869,-0.00143717,-49.8889,1866.69,452.759,-36.4184,
27.9993,115.865,-0.00146764,-50.9589,1866.37,460.159,-36.4928,
27.9992,115.861,-0.00149815,-52.03,1866.06,467.557,-36.5647,
27.9992,115.858,-0.00152869,-53.1021,1865.75,474.955,-36.6343,
27.9992,115.854,-0.00155928,-54.1752,1865.44,482.352,-36.7017,
27.9992,115.85,-0.0015899,-55.2492,1865.13,489.749,-36.7671,
27.9991,115.847,-0.00162055,-56.3239,1864.81,497.145,-36.8306,
27.9991,115.843,-0.00165123,-57.3995,1864.5,504.54,-36.8923,
27.9991,115.839,-0.00168195,-58.4758,1864.19,511.934,-36.9523,
27.999,115.836,-0.00171269,-59.5527,1863.87,519.327,-37.0108,
27.999,115.832,-0.00174346,-60.6302,1863.56,526.72,-37.0678,
27.999,115.828,-0.00177426,-61.7082,1863.25,534.112,-37.1235,
27.9989,115.824,-0.00180508,-62.7868,1862.93,541.503,-37.1779,
27.9989,115.821,-0.00183592,-63.8659,1862.62,548.894,-37.2311,
27.9989,115.817,-0.00186679,-64.9453,1862.3,556.284,-37.2832,
